candidate_set,phrase_family,predicted_relation,reject_reason,route_status,row_id,sample_type,split,target_relation,variant
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R2
access_code,v21_locked_unrelated_serial_checksum,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_serial_checksum:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R2
access_code,v21_locked_unrelated_serial_checksum,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_serial_checksum:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R2
access_code,v21_locked_unrelated_serial_checksum,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_serial_checksum:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R2
access_code,v21_locked_unrelated_serial_checksum,access_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_serial_checksum:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R2
,v21_locked_city_neighborhood_survey,,unknown,reject,public_locked_audit_v2_1:city_code:v21_locked_city_neighborhood_survey:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-1,known,public_locked_audit_v2_1,city_code,R3
,v21_locked_city_neighborhood_survey,,unknown,reject,public_locked_audit_v2_1:city_code:v21_locked_city_neighborhood_survey:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-2,known,public_locked_audit_v2_1,city_code,R3
,v21_locked_city_neighborhood_survey,,unknown,reject,public_locked_audit_v2_1:city_code:v21_locked_city_neighborhood_survey:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-3,known,public_locked_audit_v2_1,city_code,R3
,v21_locked_city_neighborhood_survey,,unknown,reject,public_locked_audit_v2_1:city_code:v21_locked_city_neighborhood_survey:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-0,known,public_locked_audit_v2_1,city_code,R3
access_code,v21_locked_ambiguous_protected_registry_reference,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_protected_registry_reference:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-3,ambiguous,public_locked_audit_v2_1,,R3
access_code,v21_locked_ambiguous_protected_registry_reference,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_protected_registry_reference:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-0,ambiguous,public_locked_audit_v2_1,,R3
access_code,v21_locked_ambiguous_protected_registry_reference,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_protected_registry_reference:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-1,ambiguous,public_locked_audit_v2_1,,R3
access_code,v21_locked_ambiguous_protected_registry_reference,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_protected_registry_reference:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-2,ambiguous,public_locked_audit_v2_1,,R3
registry_id,v21_locked_unrelated_archive_retention,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_archive_retention:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R3
registry_id,v21_locked_unrelated_archive_retention,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_archive_retention:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R3
registry_id,v21_locked_unrelated_archive_retention,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_archive_retention:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R3
registry_id,v21_locked_unrelated_archive_retention,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_archive_retention:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R3
registry_id,v21_locked_unrelated_parcel_tracking,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_parcel_tracking:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R3
registry_id,v21_locked_unrelated_parcel_tracking,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_parcel_tracking:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R3
registry_id,v21_locked_unrelated_parcel_tracking,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_parcel_tracking:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R3
registry_id,v21_locked_unrelated_parcel_tracking,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_parcel_tracking:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R3
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R3
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R3
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R3
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R3
,v21_locked_registry_heritage_deposit,,unknown,reject,public_locked_audit_v2_1:registry_id:v21_locked_registry_heritage_deposit:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-0,known,public_locked_audit_v2_1,registry_id,R4
,v21_locked_registry_heritage_deposit,,unknown,reject,public_locked_audit_v2_1:registry_id:v21_locked_registry_heritage_deposit:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-1,known,public_locked_audit_v2_1,registry_id,R4
,v21_locked_registry_heritage_deposit,,unknown,reject,public_locked_audit_v2_1:registry_id:v21_locked_registry_heritage_deposit:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-2,known,public_locked_audit_v2_1,registry_id,R4
,v21_locked_registry_heritage_deposit,,unknown,reject,public_locked_audit_v2_1:registry_id:v21_locked_registry_heritage_deposit:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-3,known,public_locked_audit_v2_1,registry_id,R4
,v21_locked_city_neighborhood_survey,,unknown,reject,public_locked_audit_v2_1:city_code:v21_locked_city_neighborhood_survey:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-1,known,public_locked_audit_v2_1,city_code,R4
,v21_locked_city_neighborhood_survey,,unknown,reject,public_locked_audit_v2_1:city_code:v21_locked_city_neighborhood_survey:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-2,known,public_locked_audit_v2_1,city_code,R4
,v21_locked_city_neighborhood_survey,,unknown,reject,public_locked_audit_v2_1:city_code:v21_locked_city_neighborhood_survey:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-3,known,public_locked_audit_v2_1,city_code,R4
,v21_locked_city_neighborhood_survey,,unknown,reject,public_locked_audit_v2_1:city_code:v21_locked_city_neighborhood_survey:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-0,known,public_locked_audit_v2_1,city_code,R4
,v21_locked_city_parish_atlas,,unknown,reject,public_locked_audit_v2_1:city_code:v21_locked_city_parish_atlas:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-2,known,public_locked_audit_v2_1,city_code,R4
,v21_locked_city_parish_atlas,,unknown,reject,public_locked_audit_v2_1:city_code:v21_locked_city_parish_atlas:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-3,known,public_locked_audit_v2_1,city_code,R4
,v21_locked_city_parish_atlas,,unknown,reject,public_locked_audit_v2_1:city_code:v21_locked_city_parish_atlas:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-0,known,public_locked_audit_v2_1,city_code,R4
,v21_locked_city_parish_atlas,,unknown,reject,public_locked_audit_v2_1:city_code:v21_locked_city_parish_atlas:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-1,known,public_locked_audit_v2_1,city_code,R4
access_code,v21_locked_ambiguous_protected_registry_reference,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_protected_registry_reference:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-3,ambiguous,public_locked_audit_v2_1,,R4
access_code,v21_locked_ambiguous_protected_registry_reference,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_protected_registry_reference:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-0,ambiguous,public_locked_audit_v2_1,,R4
access_code,v21_locked_ambiguous_protected_registry_reference,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_protected_registry_reference:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-1,ambiguous,public_locked_audit_v2_1,,R4
access_code,v21_locked_ambiguous_protected_registry_reference,access_code,,accept,public_locked_audit_v2_1:ambiguous:v21_locked_ambiguous_protected_registry_reference:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-2,ambiguous,public_locked_audit_v2_1,,R4
registry_id,v21_locked_unrelated_parcel_tracking,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_parcel_tracking:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R4
registry_id,v21_locked_unrelated_parcel_tracking,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_parcel_tracking:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R4
registry_id,v21_locked_unrelated_parcel_tracking,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_parcel_tracking:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R4
registry_id,v21_locked_unrelated_parcel_tracking,registry_id,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_parcel_tracking:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R4
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-2,unrelated,public_locked_audit_v2_1,,R4
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-3,unrelated,public_locked_audit_v2_1,,R4
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-0,unrelated,public_locked_audit_v2_1,,R4
city_code,v21_locked_unrelated_zone_font,city_code,,accept,public_locked_audit_v2_1:unrelated:v21_locked_unrelated_zone_font:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-1,unrelated,public_locked_audit_v2_1,,R4
